Date,Count
2015-01-21,0
2015-02-18,2
2015-04-23,66
2015-05-13,106
2015-06-08,156
2015-06-29,40
2015-08-03,38
2015-09-28,16
2015-10-19,28
2015-11-18,4
2015-12-02,7
