Date,Count
2016-01-25,26
2016-02-16,19
2016-03-16,21
2016-04-19,57
2016-05-24,108
2016-06-24,51
2016-07-21,25
2016-08-18,10
2016-09-20,11
2016-10-20,34
2016-11-28,40
2016-12-20,39
