Date,Count
2015-01-27,0
2015-02-18,0
2015-03-17,2
2015-04-15,0
2015-05-26,0
2015-06-24,3
2015-07-22,0
2015-08-21,0
2015-09-21,1
2015-10-23,2
2015-11-23,0
2015-12-21,0
