Date,Count
2020-01-21,0
2020-02-11,0
2020-03-04,0
2020-05-14,0
2020-06-10,2
2020-07-09,0
2020-08-06,0
2020-09-16,0
2020-10-15,1
2020-11-17,0
2020-12-18,0
