Date,Count
2019-01-15,0
2019-02-22,2
2019-03-22,6
2019-04-18,6
2019-05-17,9
2019-06-17,2
2019-07-17,1
2019-08-21,1
2019-09-30,0
2019-10-21,1
2019-11-15,0
2019-12-18,0
