Date,Count
2015-01-15,0
2015-02-12,0
2015-03-13,1
2015-04-30,7
2015-05-28,4
2015-06-29,3
2015-07-27,1
2015-08-31,0
2015-09-21,0
2015-10-26,0
2015-11-30,0
2015-12-17,1
