Date,Count
2017-01-26,1
2017-02-22,53
2017-03-16,61
2017-04-20,69
2017-05-19,89
2017-06-07,99
2017-07-05,16
2017-08-03,2
2017-09-21,0
2017-10-18,6
2017-11-22,21
2017-12-21,17
