Date,Count
2016-01-25,1
2016-02-16,0
2016-03-16,1
2016-04-19,3
2016-05-24,3
2016-06-24,2
2016-07-21,1
2016-08-18,0
2016-09-20,0
2016-10-20,0
2016-11-28,0
2016-12-20,0
