Date,Count
2017-01-18,0
2017-02-17,0
2017-03-15,1
2017-04-21,2
2017-05-16,3
2017-06-26,2
2017-07-28,0
2017-08-22,0
2017-09-18,1
2017-10-26,0
2017-11-16,0
2017-12-19,1
