Date,Count
2019-01-15,73
2019-02-22,112
2019-03-22,244
2019-04-18,202
2019-05-17,158
2019-06-17,108
2019-07-17,22
2019-08-21,11
2019-09-30,13
2019-10-21,15
2019-11-15,46
2019-12-18,31
