Date,Count
2019-01-24,7
2019-02-19,33
2019-03-20,51
2019-04-17,82
2019-05-23,87
2019-06-07,67
2019-07-11,8
2019-08-14,1
2019-09-17,2
2019-10-17,17
2019-11-15,10
2019-12-18,4
