Date,Count
2019-01-15,5
2019-02-12,4
2019-03-21,16
2019-04-17,24
2019-05-15,19
2019-06-17,9
2019-07-11,6
2019-08-21,0
2019-09-19,1
2019-10-31,2
2019-11-26,5
2019-12-19,8
